probe_us,skill_hw,hw_lo,hw_hi,skill_emu100,e100_lo,e100_hi,skill_emu500,e500_lo,e500_hi,rho_hw_emu500,rho_hw_emu100,rho_emu100_emu500,n_anchor_eff,n_shots_eff_median
0.5,0.6658881156064718,0.5762304832123143,0.7448913363854794,0.6146660253351824,0.4738796293999657,0.7293089635772997,0.6528051139737752,0.5507257919088038,0.7424187347733365,0.9705497752932774,0.9484088606172889,0.9682291333152083,66,100
0.7,-0.2006222473969359,-0.4429994417862009,0.009849461819605344,0.04715566666876725,-0.14635806441085156,0.21434708671185754,-0.14268872697159352,-0.40085403328937913,0.07558143367903071,0.9529103490566829,0.9246080121498472,0.9523683534803414,66,100
1.8,-0.460785683399473,-0.693796007417786,-0.2240907904318944,-0.8319534266528197,-1.2773531749175386,-0.38865775347407194,-0.36941816097788593,-0.517996622397153,-0.20840468957745842,0.9438183721660293,0.9092930719966517,0.9382329944870997,66,100
