probe_us,skill_hw,hw_lo,hw_hi,skill_emu100,e100_lo,e100_hi,skill_emu500,e500_lo,e500_hi,rho_hw_emu500,rho_hw_emu100,rho_emu100_emu500,n_anchor_eff,n_shots_eff_median
0.5,-0.00806515810037034,-0.03278574169716971,0.014015200285674758,0.6146660253351824,0.4738796293999657,0.7293089635772997,0.6528051139737752,0.5507257919088038,0.7424187347733365,,,0.9682291333152083,65,0
0.7,-0.0013439326835820165,-0.006183610652531751,0.0027503912897386667,0.04715566666876725,-0.14635806441085134,0.21434708671185754,-0.14268872697159352,-0.40085403328937913,0.07558143367903071,,,0.9523683534803414,66,0
1.8,-0.0013439326835820165,-0.006358319407924984,0.0027816768972015464,-0.8319534266528197,-1.2773531749175386,-0.38865775347407194,-0.36941816097788593,-0.5179966223971525,-0.2084046895774582,,,0.9382329944870997,66,0
